Date,Open,High,Low,Close,Volume,Adj Close
3/12/2012,34.69,36.29,34.60,36.01,1963300.00,36.01
3/13/2012,36.51,36.59,35.50,36.09,1001600.00,36.09
3/14/2012,36.00,36.00,34.80,35.29,851500.00,35.29
3/15/2012,35.28,35.48,34.78,35.00,571600.00,35.00
3/16/2012,34.90,35.89,34.83,35.32,729300.00,35.32
3/19/2012,35.26,35.32,34.54,34.98,1015600.00,34.98
3/20/2012,34.98,35.20,34.57,34.96,567000.00,34.96
3/21/2012,34.94,35.30,34.60,35.15,607200.00,35.15
3/22/2012,34.97,35.15,34.30,34.40,522400.00,34.40
3/23/2012,34.26,34.63,33.15,34.08,1170600.00,34.08
3/26/2012,35.59,38.09,35.04,37.40,3140500.00,37.40
3/27/2012,37.16,39.95,37.03,37.94,2539200.00,37.94
3/28/2012,37.78,38.44,37.11,37.85,955000.00,37.85
3/29/2012,38.19,38.19,37.03,37.33,796400.00,37.33
3/30/2012,37.52,37.94,36.68,37.24,886400.00,37.24
4/2/2012,37.33,37.97,36.53,36.58,1028600.00,36.58
4/3/2012,36.70,38.47,36.67,38.01,1098100.00,38.01
4/4/2012,35.27,35.49,34.69,35.00,4481800.00,35.00
4/5/2012,35.10,35.44,34.41,34.48,1509400.00,34.48
4/9/2012,34.10,34.29,33.10,33.15,1655700.00,33.15
4/10/2012,33.15,33.85,32.10,32.46,1847700.00,32.46
4/11/2012,33.24,33.29,32.01,33.09,1105500.00,33.09
4/12/2012,33.77,34.48,32.92,33.44,1033900.00,33.44
4/13/2012,33.94,34.04,32.85,33.59,649600.00,33.59
4/16/2012,33.41,33.70,32.09,32.25,1099600.00,32.25
4/17/2012,32.43,33.07,32.04,32.24,1115500.00,32.24
4/18/2012,32.09,32.75,31.53,32.66,823100.00,32.66
4/19/2012,32.75,33.43,32.50,33.16,774900.00,33.16
4/20/2012,33.14,33.73,32.94,33.16,821800.00,33.16
4/23/2012,32.86,32.97,31.71,31.94,890800.00,31.94
4/24/2012,31.82,32.20,31.00,31.82,674500.00,31.82
4/25/2012,32.07,32.99,32.07,32.91,712200.00,32.91
4/26/2012,32.96,33.52,32.91,33.49,425300.00,33.49
4/27/2012,33.60,33.63,32.91,33.34,591000.00,33.34
4/30/2012,33.27,33.36,32.58,33.13,413900.00,33.13
5/1/2012,33.13,34.21,33.13,33.78,659000.00,33.78
5/2/2012,33.50,34.39,33.39,33.94,497300.00,33.94
5/3/2012,33.91,34.00,32.13,32.46,841300.00,32.46
5/4/2012,32.32,32.46,31.40,31.83,1247500.00,31.83
5/7/2012,31.96,32.58,31.61,32.47,1158000.00,32.47
5/8/2012,32.50,32.73,29.37,30.19,3097200.00,30.19
5/9/2012,30.30,30.77,29.76,30.06,1947900.00,30.06
5/10/2012,32.97,34.68,32.40,32.96,5556300.00,32.96
5/11/2012,32.49,33.44,32.16,32.25,1221300.00,32.25
5/14/2012,31.92,32.13,30.05,30.06,1380900.00,30.06
5/15/2012,30.26,30.96,29.22,29.43,1585700.00,29.43
5/16/2012,29.58,30.18,28.88,29.18,1257100.00,29.18
5/17/2012,29.30,29.79,28.24,28.57,1149000.00,28.57
5/18/2012,28.37,28.46,26.83,27.56,1616500.00,27.56
5/21/2012,27.58,29.26,27.12,28.77,1475200.00,28.77
5/22/2012,30.10,31.34,30.00,30.80,2366200.00,30.80
5/23/2012,30.56,31.05,29.50,31.02,1220400.00,31.02
5/24/2012,31.25,31.25,29.69,30.28,1075600.00,30.28
5/25/2012,30.16,30.41,29.20,29.81,757000.00,29.81
5/29/2012,30.01,31.93,30.01,31.69,1650000.00,31.69
5/30/2012,31.08,31.42,30.24,30.41,1307200.00,30.41
5/31/2012,30.07,30.29,28.75,29.50,1118700.00,29.50
6/1/2012,28.53,29.16,27.76,28.15,885800.00,28.15
6/4/2012,28.03,28.41,27.11,27.88,1030900.00,27.88
6/5/2012,27.84,28.39,27.56,27.91,630900.00,27.91
6/6/2012,28.20,29.45,28.14,29.22,909900.00,29.22
6/7/2012,29.81,29.87,28.85,28.93,492100.00,28.93
6/8/2012,28.86,30.19,28.15,30.08,881100.00,30.08
6/11/2012,30.31,31.00,28.96,29.12,636000.00,29.12
6/12/2012,29.23,29.84,28.81,29.66,569000.00,29.66
6/13/2012,29.55,30.64,29.47,29.77,844100.00,29.77
6/14/2012,30.18,30.65,28.62,29.39,872200.00,29.39
6/15/2012,29.39,29.95,28.81,29.91,646800.00,29.91
6/18/2012,29.94,32.33,29.50,31.84,1256800.00,31.84
6/19/2012,32.02,32.66,31.50,32.09,911100.00,32.09
6/20/2012,33.50,34.50,33.21,33.78,3422400.00,33.78
6/21/2012,34.26,34.28,31.84,32.19,1891900.00,32.19
6/22/2012,32.60,33.98,32.46,33.79,3046600.00,33.79
6/25/2012,33.94,34.12,32.75,33.11,1498500.00,33.11
6/26/2012,32.05,32.35,31.39,31.61,2613900.00,31.61
6/27/2012,31.90,32.45,31.57,31.96,1047200.00,31.96
6/28/2012,31.90,32.11,30.62,31.41,914100.00,31.41
6/29/2012,32.80,32.80,31.00,31.29,1125800.00,31.29
7/2/2012,31.35,31.80,30.19,30.40,1315600.00,30.40
7/3/2012,30.60,31.00,30.40,30.66,947000.00,30.66
7/5/2012,30.81,31.67,30.80,31.23,1253800.00,31.23
7/6/2012,30.99,31.73,30.80,30.99,784500.00,30.99
7/9/2012,30.94,31.83,30.67,31.49,910500.00,31.49
7/10/2012,31.54,32.48,30.89,31.27,758400.00,31.27
7/11/2012,31.57,31.68,31.01,31.51,638600.00,31.51
7/12/2012,31.29,33.01,30.80,32.70,1125700.00,32.70
7/13/2012,32.97,34.40,32.83,34.25,1304800.00,34.25
7/16/2012,34.32,36.00,33.90,35.96,1744000.00,35.96
7/17/2012,35.00,35.21,32.38,33.35,2569300.00,33.35
7/18/2012,31.42,33.67,31.06,32.15,2881900.00,32.15
7/19/2012,32.72,33.15,32.04,32.27,1435900.00,32.27
7/20/2012,32.07,32.25,31.25,31.79,1568500.00,31.79
7/23/2012,31.05,31.30,30.62,30.66,1386800.00,30.66
7/24/2012,30.66,31.04,29.62,29.84,1500300.00,29.84
7/25/2012,29.92,29.98,28.75,28.95,2842200.00,28.95
7/26/2012,29.90,30.00,27.64,28.13,2262300.00,28.13
7/27/2012,28.71,29.66,28.10,29.51,1673000.00,29.51
7/30/2012,29.51,30.25,27.21,27.35,2065200.00,27.35
7/31/2012,27.54,27.97,27.35,27.42,1575100.00,27.42
8/1/2012,27.99,27.99,26.03,26.25,1592300.00,26.25
8/2/2012,26.84,26.85,25.52,26.10,1305100.00,26.10
8/3/2012,26.90,27.55,26.74,27.27,1209500.00,27.27
8/6/2012,27.55,28.70,27.55,28.27,1528200.00,28.27
8/7/2012,28.77,30.90,28.50,30.25,2387200.00,30.25
8/8/2012,29.90,30.00,28.59,29.09,1308900.00,29.09
8/9/2012,29.52,30.00,29.13,29.41,672600.00,29.41
8/10/2012,29.31,29.94,29.31,29.94,707400.00,29.94
8/13/2012,29.69,31.30,29.10,31.17,870100.00,31.17
8/14/2012,30.75,31.17,29.26,29.42,793400.00,29.42
8/15/2012,29.39,29.70,28.81,29.40,525400.00,29.40
8/16/2012,29.53,30.39,29.50,30.30,669000.00,30.30
8/17/2012,30.29,30.71,29.98,30.01,508200.00,30.01
8/20/2012,30.15,30.39,29.10,29.51,1179100.00,29.51
8/21/2012,29.58,30.00,29.00,29.11,761600.00,29.11
8/22/2012,29.01,30.04,29.01,29.95,775500.00,29.95
8/23/2012,30.00,30.85,29.65,30.73,1471000.00,30.73
8/24/2012,30.06,30.24,29.41,29.50,1429400.00,29.50
8/27/2012,29.57,29.70,28.17,28.32,1350400.00,28.32
8/28/2012,28.40,29.38,28.00,28.69,1402700.00,28.69
8/29/2012,28.49,28.64,28.02,28.41,838900.00,28.41
8/30/2012,28.60,28.74,28.10,28.41,656400.00,28.41
8/31/2012,28.61,28.84,28.20,28.52,539800.00,28.52
9/4/2012,28.52,28.99,27.90,28.14,752500.00,28.14
9/5/2012,28.01,28.50,27.81,27.94,639300.00,27.94
9/6/2012,28.00,28.90,27.90,28.55,841700.00,28.55
9/7/2012,28.55,29.57,28.50,29.35,953200.00,29.35
9/10/2012,29.20,29.35,27.30,27.37,1483300.00,27.37
9/11/2012,27.76,28.16,27.40,27.80,1014900.00,27.80
9/12/2012,27.90,28.58,27.80,28.28,1145200.00,28.28
9/13/2012,28.57,29.50,28.48,29.48,1484700.00,29.48
9/14/2012,30.00,30.65,29.65,30.39,1536600.00,30.39
9/17/2012,32.35,32.78,31.51,32.54,3212800.00,32.54
9/18/2012,31.88,31.90,30.68,31.34,1788500.00,31.34
9/19/2012,31.00,31.74,30.94,31.05,1048500.00,31.05
9/20/2012,30.93,31.50,30.68,30.90,912400.00,30.90
9/21/2012,31.10,31.49,29.54,30.02,1870000.00,30.02
9/24/2012,29.51,31.03,29.40,30.66,1301900.00,30.66
9/25/2012,28.62,29.48,27.53,27.66,5680400.00,27.66
9/26/2012,27.66,28.40,27.48,27.54,1527200.00,27.54
9/27/2012,27.82,28.54,27.60,28.49,1758600.00,28.49
9/28/2012,28.73,29.89,28.61,29.28,4343400.00,29.28
10/1/2012,29.50,29.89,29.00,29.16,884400.00,29.16
10/2/2012,29.28,29.89,29.00,29.80,729000.00,29.80
10/3/2012,29.75,29.95,29.24,29.30,1052800.00,29.30
10/4/2012,30.00,30.10,28.65,29.40,1541300.00,29.40
10/5/2012,29.70,29.81,28.68,28.89,938600.00,28.89
10/8/2012,28.86,29.40,28.61,29.25,889700.00,29.25
10/9/2012,29.12,29.12,28.25,28.37,1193000.00,28.37
10/10/2012,28.39,28.72,28.01,28.40,503600.00,28.40
10/11/2012,28.94,28.98,28.25,28.32,450600.00,28.32
10/12/2012,28.32,28.73,27.50,27.64,987600.00,27.64
10/15/2012,28.02,28.05,26.86,27.33,1468700.00,27.33
10/16/2012,27.67,28.09,27.34,28.06,479300.00,28.06
10/17/2012,28.25,28.84,27.80,28.82,668000.00,28.82
10/18/2012,28.99,28.99,27.78,28.04,741000.00,28.04
10/19/2012,27.83,28.20,27.30,27.74,1027400.00,27.74
10/22/2012,27.99,28.00,27.36,27.85,470200.00,27.85
10/23/2012,27.38,28.56,27.37,28.39,749000.00,28.39
10/24/2012,28.52,28.52,27.25,27.42,1016400.00,27.42
10/25/2012,27.80,27.80,27.45,27.52,577700.00,27.52
10/26/2012,27.53,27.80,27.02,27.38,477400.00,27.38
10/31/2012,27.70,28.35,27.37,28.13,775200.00,28.13
11/1/2012,28.25,29.49,28.20,29.25,1024100.00,29.25
11/2/2012,29.27,29.55,28.55,28.92,1030300.00,28.92
11/5/2012,29.80,31.58,29.33,31.50,2048900.00,31.50
11/6/2012,30.61,31.20,29.95,31.15,2324000.00,31.15
11/7/2012,31.00,32.05,30.81,31.54,1714500.00,31.54
11/8/2012,31.01,31.88,30.94,31.31,1274000.00,31.31
11/9/2012,30.60,30.93,29.85,30.32,863000.00,30.32
11/12/2012,30.29,31.42,30.16,31.07,555900.00,31.07
11/13/2012,31.29,32.00,30.72,31.61,998300.00,31.61
11/14/2012,31.96,32.12,31.20,31.38,871300.00,31.38
11/15/2012,31.30,31.44,30.50,30.82,984000.00,30.82
11/16/2012,31.15,32.00,30.59,31.84,908700.00,31.84
11/19/2012,32.07,33.25,31.84,32.92,1392400.00,32.92
11/20/2012,32.80,33.10,31.91,33.00,922500.00,33.00
11/21/2012,32.61,33.47,32.29,32.47,963200.00,32.47
11/23/2012,32.60,32.83,31.70,32.13,430300.00,32.13
11/26/2012,32.10,32.30,31.62,32.27,495800.00,32.27
11/27/2012,32.13,32.66,31.52,32.15,910800.00,32.15
11/28/2012,32.00,34.29,31.91,33.23,1525200.00,33.23
11/29/2012,33.44,34.00,32.87,33.69,1103400.00,33.69
11/30/2012,33.63,34.28,33.01,33.82,1420300.00,33.82
12/3/2012,33.89,35.00,33.50,34.62,2085700.00,34.62
12/4/2012,34.08,34.80,33.55,33.90,1263300.00,33.90
12/5/2012,33.82,34.19,33.58,33.71,661500.00,33.71
12/6/2012,33.82,34.80,33.50,33.90,660400.00,33.90
12/7/2012,34.30,34.49,33.85,34.17,664400.00,34.17
12/10/2012,34.43,34.80,34.18,34.57,929800.00,34.57
12/11/2012,34.60,35.50,34.46,35.28,1572600.00,35.28
12/12/2012,35.21,35.80,34.95,35.26,2063800.00,35.26
12/13/2012,35.26,35.30,32.75,33.61,2151300.00,33.61
12/14/2012,33.78,34.40,33.59,33.81,1023000.00,33.81
12/17/2012,33.77,34.50,33.75,34.40,824900.00,34.40
12/18/2012,34.26,35.07,34.26,34.59,1553900.00,34.59
12/19/2012,34.75,35.26,34.52,34.61,1298800.00,34.61
12/20/2012,34.51,34.79,34.05,34.43,921200.00,34.43
12/21/2012,33.94,34.17,33.58,34.00,1492400.00,34.00
12/24/2012,33.64,34.35,33.55,34.28,375800.00,34.28
12/26/2012,33.96,34.50,33.50,33.59,601400.00,33.59
12/27/2012,33.50,33.91,33.00,33.69,561100.00,33.69
12/28/2012,33.38,33.65,33.02,33.22,414100.00,33.22
12/31/2012,33.00,33.97,33.00,33.87,594900.00,33.87
1/2/2013,35.00,35.45,34.71,35.36,1194800.00,35.36
1/3/2013,35.18,35.45,34.75,34.77,742000.00,34.77
1/4/2013,34.80,34.80,33.92,34.40,674000.00,34.40
1/7/2013,34.80,34.80,33.90,34.34,442000.00,34.34
1/8/2013,34.50,34.50,33.11,33.68,1284000.00,33.68
1/9/2013,34.01,34.19,33.40,33.64,698000.00,33.64
1/10/2013,33.87,33.99,33.38,33.53,922500.00,33.53
1/11/2013,34.04,34.04,32.11,32.91,1563200.00,32.91
1/14/2013,33.08,33.38,32.85,33.26,925100.00,33.26
1/15/2013,33.11,34.25,33.08,33.90,1624200.00,33.90
1/16/2013,33.85,34.23,33.73,34.10,1378200.00,34.10
1/17/2013,34.16,34.85,33.92,34.38,1436700.00,34.38
1/18/2013,34.74,34.78,33.82,34.52,3555100.00,34.52
1/22/2013,34.56,35.55,34.26,35.19,1920200.00,35.19
1/23/2013,35.02,36.24,34.96,36.00,1564300.00,36.00
1/24/2013,36.00,37.72,35.84,36.99,1970400.00,36.99
1/25/2013,37.00,37.54,36.80,36.98,1287800.00,36.98
1/28/2013,36.86,38.71,36.86,38.03,1986000.00,38.03
1/29/2013,38.10,38.44,37.13,37.95,1426600.00,37.95
1/30/2013,37.85,38.00,37.43,37.52,968100.00,37.52
1/31/2013,37.87,37.87,36.93,37.51,901400.00,37.51
2/1/2013,38.17,38.50,37.62,38.30,1100600.00,38.30
2/4/2013,38.40,38.42,37.59,37.74,1128000.00,37.74
2/5/2013,38.00,38.65,37.68,38.13,1310200.00,38.13
2/6/2013,38.18,39.39,37.90,39.17,1893200.00,39.17
2/7/2013,39.19,39.68,38.95,39.48,1196600.00,39.48
2/8/2013,39.45,40.00,39.14,39.24,1139800.00,39.24
2/11/2013,37.98,39.15,37.50,38.42,3266300.00,38.42
2/12/2013,38.45,38.87,37.29,37.89,2261300.00,37.89
2/13/2013,38.30,39.00,38.05,38.45,966800.00,38.45
2/14/2013,38.64,38.75,38.21,38.27,990700.00,38.27
2/15/2013,38.50,38.51,36.95,37.04,2017600.00,37.04
2/19/2013,37.36,39.29,37.31,39.28,2701400.00,39.28
2/20/2013,39.30,39.65,38.46,38.54,3122000.00,38.54
2/21/2013,36.49,37.39,34.54,35.16,9037800.00,35.16
2/22/2013,35.72,36.39,35.60,36.11,2547300.00,36.11
2/25/2013,36.15,36.75,34.34,34.38,2889400.00,34.38
2/26/2013,34.46,34.96,33.80,34.43,2762900.00,34.43
2/27/2013,34.41,35.41,34.40,35.10,1959200.00,35.10
2/28/2013,35.89,36.10,34.37,34.83,1964900.00,34.83
3/1/2013,35.00,35.08,34.25,34.65,1546600.00,34.65
3/4/2013,34.77,35.83,34.70,35.58,1757700.00,35.58
3/5/2013,36.00,36.92,35.79,36.65,2087000.00,36.65
3/6/2013,37.01,37.88,36.97,37.69,1150000.00,37.69
3/7/2013,37.73,38.65,36.88,38.23,1158300.00,38.23
3/8/2013,38.06,39.44,37.36,38.47,912100.00,38.47
3/11/2013,38.87,39.44,38.65,39.10,1579500.00,39.10
3/12/2013,38.90,39.38,38.85,39.12,1275100.00,39.12
3/13/2013,39.00,39.49,38.81,38.98,822000.00,38.98
3/14/2013,38.90,38.91,36.77,36.85,2021000.00,36.85
3/15/2013,36.64,36.65,35.21,35.29,3279600.00,35.29
3/18/2013,35.30,36.06,34.92,35.15,1316100.00,35.15
3/19/2013,35.25,35.60,34.94,35.08,1098500.00,35.08
3/20/2013,35.26,36.07,35.16,35.95,1423000.00,35.95
3/21/2013,35.95,37.06,35.74,36.01,1146300.00,36.01
3/22/2013,36.20,36.80,36.20,36.62,440200.00,36.62
3/25/2013,37.10,38.52,36.77,37.53,2378800.00,37.53
3/26/2013,37.98,38.22,37.66,37.86,1808200.00,37.86
3/27/2013,37.94,38.38,37.31,38.16,1296300.00,38.16
3/28/2013,38.23,38.24,37.75,37.89,1158700.00,37.89
4/1/2013,42.36,46.68,41.70,43.93,14098500.00,43.93
4/2/2013,43.60,45.50,43.51,44.34,6652400.00,44.34
4/3/2013,43.10,43.47,40.21,41.10,5643600.00,41.10
4/4/2013,41.11,42.25,40.81,42.01,2264800.00,42.01
4/5/2013,42.00,42.00,40.50,41.37,1552400.00,41.37
4/8/2013,41.97,42.55,41.51,41.83,1679000.00,41.83
4/9/2013,41.80,41.83,40.33,40.50,1696100.00,40.50
4/10/2013,40.70,42.01,40.61,41.86,2121100.00,41.86
4/11/2013,42.06,44.55,41.75,43.59,3447400.00,43.59
4/12/2013,43.25,45.14,43.05,43.75,3149400.00,43.75
4/15/2013,43.50,43.80,42.51,43.30,1681400.00,43.30
4/16/2013,44.19,46.14,43.91,45.59,3180400.00,45.59
4/17/2013,45.50,45.95,44.54,45.45,2118500.00,45.45
4/18/2013,45.98,47.60,45.39,46.97,3367900.00,46.97
4/19/2013,47.46,49.88,47.07,47.83,3011700.00,47.83
4/22/2013,48.60,50.20,47.75,50.19,3939400.00,50.19
4/23/2013,51.00,52.92,50.66,51.01,3733800.00,51.01
4/24/2013,50.90,51.05,48.98,50.43,2630000.00,50.43
4/25/2013,50.50,52.40,50.50,52.00,2795900.00,52.00
4/26/2013,53.13,53.74,50.62,51.20,3622100.00,51.20
4/29/2013,51.76,54.99,51.20,54.94,3639700.00,54.94
4/30/2013,56.00,58.18,53.76,53.99,5522600.00,53.99
5/1/2013,55.99,55.99,53.00,53.28,2742800.00,53.28
5/2/2013,53.85,55.27,53.70,54.11,3050400.00,54.11
5/3/2013,56.47,56.47,54.50,54.55,3378700.00,54.55
5/6/2013,56.39,59.66,55.50,59.50,4366700.00,59.50
5/7/2013,62.00,62.37,55.12,55.51,9991000.00,55.51
5/8/2013,57.50,58.20,55.71,55.79,6769900.00,55.79
5/9/2013,70.12,75.77,63.69,69.40,28605000.00,69.40
5/10/2013,69.65,81.00,69.25,76.76,25082600.00,76.76
5/13/2013,80.99,88.00,79.15,87.80,22416900.00,87.80
5/14/2013,94.22,97.12,81.15,83.24,37163900.00,83.24
5/15/2013,81.80,86.88,78.11,84.84,16878700.00,84.84
5/16/2013,94.70,95.00,88.66,92.25,21614000.00,92.25
5/17/2013,92.50,94.44,87.50,91.50,19002200.00,91.50
5/20/2013,91.12,92.50,88.63,89.94,8348400.00,89.94
5/21/2013,88.50,89.99,85.28,87.59,8998200.00,87.59
5/22/2013,86.37,90.96,85.50,87.24,8568000.00,87.24
5/23/2013,84.81,93.01,83.05,92.73,12022200.00,92.73
5/24/2013,92.60,97.95,92.00,97.08,16124200.00,97.08
5/28/2013,101.55,110.75,100.30,110.33,19691900.00,110.33
5/29/2013,113.55,114.90,99.00,104.63,25099500.00,104.63
5/30/2013,102.46,109.54,101.20,104.95,16133700.00,104.95
5/31/2013,106.26,106.44,97.73,97.76,15172000.00,97.76
6/3/2013,97.62,97.62,88.25,92.59,19139600.00,92.59
6/4/2013,92.75,96.42,92.40,94.84,8856100.00,94.84
6/5/2013,93.66,97.97,89.11,95.37,12224800.00,95.37
6/6/2013,95.25,99.27,95.11,97.35,9510900.00,97.35
6/7/2013,98.00,102.90,96.70,102.04,10711600.00,102.04
6/10/2013,98.93,102.52,98.57,100.05,9228600.00,100.05
6/11/2013,98.18,98.68,94.05,94.47,7394000.00,94.47
6/12/2013,96.80,100.48,95.75,97.73,9192700.00,97.73
6/13/2013,99.00,99.28,95.12,98.18,5961600.00,98.18
6/14/2013,100.00,102.52,99.33,100.30,6564700.00,100.30
6/17/2013,103.60,104.75,101.20,102.20,7066200.00,102.20
6/18/2013,101.75,103.98,99.20,103.39,8795300.00,103.39
6/19/2013,102.06,106.67,102.01,104.68,8578900.00,104.68
6/20/2013,104.65,107.13,99.45,100.65,10106500.00,100.65
6/21/2013,103.70,103.70,97.50,99.55,11718600.00,99.55
6/24/2013,96.50,102.87,95.30,101.49,7119800.00,101.49
6/25/2013,103.10,104.20,100.55,102.40,5848700.00,102.40
6/26/2013,103.80,105.87,102.66,105.72,6602600.00,105.72
6/27/2013,106.75,110.25,106.13,109.25,8744900.00,109.25
6/28/2013,108.57,109.44,106.71,107.36,5748600.00,107.36
7/1/2013,109.36,117.77,109.15,117.18,10903600.00,117.18
7/2/2013,118.25,121.89,115.50,117.82,12064100.00,117.82
7/3/2013,118.00,119.25,114.27,115.24,4806700.00,115.24
7/5/2013,118.32,120.28,115.70,120.09,6818700.00,120.09
7/8/2013,121.37,122.18,118.82,121.61,7814200.00,121.61
7/9/2013,124.64,125.32,121.91,123.45,8603300.00,123.45
7/10/2013,123.19,123.25,120.79,122.27,5600100.00,122.27
7/11/2013,124.88,126.09,122.35,125.61,7483600.00,125.61
7/12/2013,125.50,129.94,124.51,129.90,11344000.00,129.90
7/15/2013,133.03,133.26,126.82,127.26,9922400.00,127.26
7/16/2013,126.28,126.32,107.30,109.05,32371900.00,109.05
7/17/2013,106.52,121.62,104.50,120.25,26029000.00,120.25
7/18/2013,120.97,122.73,116.18,119.03,11398100.00,119.03
7/19/2013,118.50,120.55,116.51,119.68,5890300.00,119.68
7/22/2013,119.89,126.68,119.88,122.43,9797800.00,122.43
7/23/2013,124.00,125.56,121.82,122.74,7736400.00,122.74
7/24/2013,124.47,124.50,119.56,121.70,6869000.00,121.70
7/25/2013,120.40,124.75,120.19,124.07,5284300.00,124.07
7/26/2013,128.14,130.68,126.61,129.39,9633100.00,129.39
7/29/2013,129.32,135.37,128.25,134.62,9678900.00,134.62
7/30/2013,134.80,137.49,128.18,131.74,13127000.00,131.74
7/31/2013,132.57,134.97,131.45,134.28,6351700.00,134.28
8/1/2013,135.00,136.52,132.63,135.55,5323600.00,135.55
8/2/2013,134.59,138.25,133.61,138.00,6269900.00,138.00
8/5/2013,140.01,144.89,139.65,144.68,10200700.00,144.68
8/6/2013,144.75,145.73,141.10,142.15,9254500.00,142.15
8/7/2013,141.89,141.95,132.36,134.23,18212200.00,134.23
8/8/2013,154.35,158.88,150.46,153.48,27246800.00,153.48
8/9/2013,152.40,155.95,151.25,153.00,8927700.00,153.00
8/12/2013,149.43,150.50,142.05,147.38,14912200.00,147.38
8/13/2013,149.50,149.84,144.45,145.43,8748900.00,145.43
8/14/2013,142.72,144.84,138.05,139.36,11693800.00,139.36
8/15/2013,136.43,143.60,135.00,139.67,10179200.00,139.67
8/16/2013,141.63,143.91,140.97,142.00,7108100.00,142.00
8/19/2013,143.43,147.38,142.83,144.90,8037700.00,144.90
8/20/2013,148.65,149.78,147.00,149.58,6418200.00,149.58
8/21/2013,150.00,150.31,146.25,147.86,6266300.00,147.86
8/22/2013,149.22,157.48,148.14,157.10,10592400.00,157.10
8/23/2013,157.00,162.30,155.00,161.84,12931900.00,161.84
8/26/2013,165.15,173.00,160.25,164.22,24171100.00,164.22
8/27/2013,162.30,168.80,160.95,167.01,17566900.00,167.01
8/28/2013,169.06,171.50,163.25,166.45,14740100.00,166.45
8/29/2013,164.22,167.75,162.51,166.06,9436000.00,166.06
8/30/2013,166.37,169.21,163.96,169.00,11028400.00,169.00
9/3/2013,173.40,173.70,166.40,168.94,12061100.00,168.94
9/4/2013,169.77,171.62,165.56,170.62,11475700.00,170.62
9/5/2013,170.10,171.50,168.25,169.93,6685300.00,169.93
9/6/2013,168.57,169.70,165.15,166.97,8619700.00,166.97
9/9/2013,163.12,164.50,158.51,160.70,14344500.00,160.70
9/10/2013,161.45,167.50,160.63,166.37,8967800.00,166.37
9/11/2013,166.41,167.90,162.13,163.52,5832500.00,163.52
9/12/2013,164.00,166.76,160.51,164.93,6160000.00,164.93
9/13/2013,162.77,166.37,162.16,165.54,5401200.00,165.54
9/16/2013,168.00,170.85,165.85,166.58,7574900.00,166.58
9/17/2013,165.08,168.42,163.36,166.23,5496900.00,166.23
9/18/2013,167.07,167.45,164.20,166.22,5439700.00,166.22
9/19/2013,170.80,180.47,169.08,177.92,15594600.00,177.92
9/20/2013,178.90,185.83,178.56,183.39,13401700.00,183.39
9/23/2013,184.48,185.48,177.11,181.11,8173400.00,181.11
9/24/2013,179.14,184.96,177.65,182.33,6273400.00,182.33
9/25/2013,183.56,186.30,180.50,185.24,8252700.00,185.24
9/26/2013,186.70,189.68,185.61,188.64,6614400.00,188.64
9/27/2013,187.52,191.28,186.43,190.90,5916400.00,190.90
9/30/2013,189.00,194.50,188.00,193.37,8924700.00,193.37
10/1/2013,193.96,194.23,188.37,193.00,7755900.00,193.00
10/2/2013,188.59,191.83,175.40,180.95,20775400.00,180.95
10/3/2013,175.05,179.69,168.00,173.31,23816500.00,173.31
10/4/2013,176.40,181.18,172.65,180.98,14414000.00,180.98
10/7/2013,182.46,186.73,180.26,183.07,11485600.00,183.07
10/8/2013,184.40,185.93,173.21,174.73,13757200.00,174.73
10/9/2013,174.73,174.99,161.50,168.78,15316500.00,168.78
10/10/2013,173.09,175.75,169.69,172.93,8883900.00,172.93
10/11/2013,172.75,179.29,171.20,178.70,8311100.00,178.70
10/14/2013,175.00,182.50,174.15,179.72,7769600.00,179.72
10/15/2013,185.28,188.79,183.18,183.94,10978500.00,183.94
10/16/2013,184.90,187.30,182.09,183.56,8205400.00,183.56
10/17/2013,183.54,184.80,180.99,182.80,6705000.00,182.80
10/18/2013,184.15,185.96,182.52,183.40,5930800.00,183.40
10/21/2013,183.28,183.39,171.00,172.60,11532100.00,172.60
10/22/2013,170.50,177.78,166.11,171.54,11386700.00,171.54
10/23/2013,168.91,171.81,160.15,164.50,13320400.00,164.50
10/24/2013,165.00,174.50,162.83,173.15,10825700.00,173.15
10/25/2013,174.21,174.50,166.80,169.66,7595500.00,169.66
10/28/2013,170.18,170.50,162.20,162.86,7841700.00,162.86
10/29/2013,162.76,165.45,153.00,164.47,14111700.00,164.47
10/30/2013,164.63,167.68,158.17,159.22,8401800.00,159.22
10/31/2013,155.67,162.44,153.30,159.94,9333800.00,159.94
11/1/2013,163.00,165.90,160.41,162.17,7180600.00,162.17
11/4/2013,165.00,175.39,164.22,175.20,13120400.00,175.20
11/5/2013,180.00,181.43,171.36,176.81,22467100.00,176.81
11/6/2013,154.81,160.73,146.35,151.16,31071700.00,151.16
11/7/2013,144.19,145.65,137.62,139.77,22284700.00,139.77
11/8/2013,136.48,140.60,132.32,137.95,22477900.00,137.95
11/11/2013,141.00,145.42,137.10,144.70,13997600.00,144.70
11/12/2013,144.69,144.70,136.18,137.80,14985200.00,137.80
11/13/2013,140.84,142.37,136.34,138.70,12658300.00,138.70
11/14/2013,138.92,140.40,134.11,137.60,12203700.00,137.60
11/15/2013,136.85,137.95,134.35,135.45,9900200.00,135.45
11/18/2013,135.27,135.45,119.61,121.58,23138200.00,121.58
